Datetime,Open,High,Low,Close,Adj Close,Volume
2024-11-22 13:01:00+00:00,29.399999618530273,29.399999618530273,29.399999618530273,29.399999618530273,29.399999618530273,0
2024-11-22 13:02:00+00:00,29.520000457763672,29.520000457763672,29.520000457763672,29.520000457763672,29.520000457763672,0
2024-11-22 13:03:00+00:00,29.420000076293945,29.420000076293945,29.420000076293945,29.420000076293945,29.420000076293945,0
2024-11-22 13:04:00+00:00,29.479999542236328,29.479999542236328,29.479999542236328,29.479999542236328,29.479999542236328,29
2024-11-22 13:05:00+00:00,29.479999542236328,29.540000915527344,29.479999542236328,29.530000686645508,29.530000686645508,75
2024-11-22 13:06:00+00:00,29.530000686645508,29.530000686645508,29.530000686645508,29.530000686645508,29.530000686645508,1
2024-11-22 13:07:00+00:00,29.530000686645508,29.530000686645508,29.520000457763672,29.530000686645508,29.530000686645508,31
2024-11-22 13:08:00+00:00,29.530000686645508,29.530000686645508,29.459999084472656,29.530000686645508,29.530000686645508,16
2024-11-22 13:09:00+00:00,29.510000228881836,29.510000228881836,29.440000534057617,29.510000228881836,29.510000228881836,10
2024-11-22 13:10:00+00:00,29.510000228881836,29.510000228881836,29.510000228881836,29.510000228881836,29.510000228881836,95
2024-11-22 13:11:00+00:00,29.440000534057617,29.440000534057617,29.440000534057617,29.440000534057617,29.440000534057617,41
2024-11-22 13:12:00+00:00,29.489999771118164,29.489999771118164,29.489999771118164,29.489999771118164,29.489999771118164,9
2024-11-22 13:13:00+00:00,29.489999771118164,29.549999237060547,29.459999084472656,29.549999237060547,29.549999237060547,154
2024-11-22 13:14:00+00:00,29.549999237060547,29.549999237060547,29.549999237060547,29.549999237060547,29.549999237060547,33
2024-11-22 13:15:00+00:00,29.549999237060547,29.549999237060547,29.540000915527344,29.540000915527344,29.540000915527344,0
2024-11-22 13:16:00+00:00,29.520000457763672,29.520000457763672,29.489999771118164,29.489999771118164,29.489999771118164,20
2024-11-22 13:17:00+00:00,29.43000030517578,29.43000030517578,29.43000030517578,29.43000030517578,29.43000030517578,0
2024-11-22 13:18:00+00:00,29.479999542236328,29.479999542236328,29.479999542236328,29.479999542236328,29.479999542236328,40
2024-11-22 13:19:00+00:00,29.479999542236328,29.479999542236328,29.450000762939453,29.479999542236328,29.479999542236328,0
2024-11-22 13:20:00+00:00,29.450000762939453,29.479999542236328,29.440000534057617,29.479999542236328,29.479999542236328,15
2024-11-22 13:22:00+00:00,29.479999542236328,29.479999542236328,29.43000030517578,29.43000030517578,29.43000030517578,4
2024-11-22 13:24:00+00:00,29.420000076293945,29.420000076293945,29.420000076293945,29.420000076293945,29.420000076293945,55
2024-11-22 13:26:00+00:00,29.40999984741211,29.40999984741211,29.40999984741211,29.40999984741211,29.40999984741211,0
2024-11-22 13:27:00+00:00,29.420000076293945,29.420000076293945,29.420000076293945,29.420000076293945,29.420000076293945,5
2024-11-22 13:29:00+00:00,29.420000076293945,29.459999084472656,29.399999618530273,29.399999618530273,29.399999618530273,449
2024-11-22 13:31:00+00:00,29.440000534057617,29.440000534057617,29.399999618530273,29.399999618530273,29.399999618530273,9
2024-11-22 13:33:00+00:00,29.40999984741211,29.43000030517578,29.40999984741211,29.43000030517578,29.43000030517578,136
2024-11-22 13:34:00+00:00,29.420000076293945,29.43000030517578,29.420000076293945,29.43000030517578,29.43000030517578,0
2024-11-22 13:35:00+00:00,29.450000762939453,29.450000762939453,29.399999618530273,29.399999618530273,29.399999618530273,5
