Date,Open,High,Low,Close,Adj Close,Volume
2024-01-10,10.920000076293945,11.09000015258789,10.510000228881836,10.569999694824219,10.569999694824219,2300700
2024-01-11,10.569999694824219,10.65999984741211,9.880000114440918,9.899999618530273,9.899999618530273,5576800
2024-01-12,9.880000114440918,10.359999656677246,9.8100004196167,10.050000190734863,10.050000190734863,3577200
2024-01-15,10.050000190734863,10.279999732971191,10.0,10.109999656677246,10.109999656677246,2238000
2024-01-16,10.079999923706055,10.09000015258789,9.600000381469727,9.630000114440918,9.630000114440918,3525700
2024-01-17,9.619999885559082,9.680000305175781,9.430000305175781,9.539999961853027,9.539999961853027,2310600
2024-01-18,9.600000381469727,9.880000114440918,9.329999923706055,9.399999618530273,9.399999618530273,3274700
2024-01-19,9.449999809265137,9.520000457763672,9.079999923706055,9.350000381469727,9.350000381469727,4319100
2024-01-22,9.369999885559082,9.649999618530273,9.079999923706055,9.239999771118164,9.239999771118164,3672700
2024-01-23,9.300000190734863,9.550000190734863,9.079999923706055,9.109999656677246,9.109999656677246,2770200
2024-01-24,9.15999984741211,9.199999809265137,8.640000343322754,8.699999809265137,8.699999809265137,4340600
2024-01-25,8.760000228881836,9.180000305175781,8.680000305175781,8.920000076293945,8.920000076293945,4229100
2024-01-26,8.9399995803833,8.949999809265137,8.670000076293945,8.699999809265137,8.699999809265137,3139500
2024-01-29,8.739999771118164,8.989999771118164,8.289999961853027,8.289999961853027,8.289999961853027,4743000
2024-01-30,8.289999961853027,8.300000190734863,7.570000171661377,7.599999904632568,7.599999904632568,7080300
2024-01-31,7.630000114440918,8.25,7.610000133514404,7.889999866485596,7.889999866485596,6812000
2024-02-01,7.889999866485596,7.980000019073486,7.539999961853027,7.659999847412109,7.659999847412109,3813800
2024-02-02,7.610000133514404,7.800000190734863,7.130000114440918,7.199999809265137,7.199999809265137,5661500
2024-02-05,7.150000095367432,7.199999809265137,6.699999809265137,6.980000019073486,6.980000019073486,6487500
2024-02-06,6.980000019073486,7.369999885559082,6.960000038146973,7.349999904632568,7.349999904632568,5406900
2024-02-07,7.25,7.739999771118164,7.070000171661377,7.670000076293945,7.670000076293945,4822800
2024-02-08,7.510000228881836,7.800000190734863,6.760000228881836,7.5,7.5,11001200
2024-02-09,7.46999979019165,8.020000457763672,7.349999904632568,7.820000171661377,7.820000171661377,7740300
2024-02-14,7.699999809265137,7.880000114440918,7.429999828338623,7.71999979019165,7.71999979019165,8963800
2024-02-15,7.71999979019165,8.359999656677246,7.71999979019165,7.960000038146973,7.960000038146973,8366000
2024-02-16,7.96999979019165,8.399999618530273,7.900000095367432,8.359999656677246,8.359999656677246,7779400
2024-02-19,8.260000228881836,8.609999656677246,8.199999809265137,8.40999984741211,8.40999984741211,5395900
2024-02-20,8.34000015258789,8.670000076293945,8.220000267028809,8.670000076293945,8.670000076293945,6870400
2024-02-21,8.630000114440918,8.710000038146973,8.369999885559082,8.550000190734863,8.550000190734863,6710400
2024-02-22,8.649999618530273,9.069999694824219,8.609999656677246,8.949999809265137,8.949999809265137,4162800
2024-02-23,9.010000228881836,9.010000228881836,8.329999923706055,8.329999923706055,8.329999923706055,5237800
2024-02-26,8.329999923706055,8.5,8.170000076293945,8.34000015258789,8.34000015258789,3959000
2024-02-27,8.449999809265137,8.869999885559082,8.4399995803833,8.789999961853027,8.789999961853027,5257600
2024-02-28,8.680000305175781,8.920000076293945,8.630000114440918,8.90999984741211,8.90999984741211,2275000
2024-02-29,8.850000381469727,9.149999618530273,8.760000228881836,9.039999961853027,9.039999961853027,3198200
2024-03-01,9.210000038146973,9.859999656677246,9.210000038146973,9.720000267028809,9.720000267028809,7433600
2024-03-04,9.75,9.979999542236328,9.630000114440918,9.84000015258789,9.84000015258789,4339200
2024-03-05,9.850000381469727,10.279999732971191,9.649999618530273,9.6899995803833,9.6899995803833,5583200
2024-03-06,9.800000190734863,9.880000114440918,8.319999694824219,8.319999694824219,8.319999694824219,14310800
2024-03-07,8.319999694824219,8.470000267028809,7.980000019073486,8.100000381469727,8.100000381469727,7421500
2024-03-08,7.949999809265137,8.279999732971191,7.860000133514404,8.109999656677246,8.109999656677246,3974500
2024-03-11,8.029999732971191,8.210000038146973,7.920000076293945,8.09000015258789,8.09000015258789,3459600
2024-03-12,8.170000076293945,8.350000381469727,8.029999732971191,8.140000343322754,8.140000343322754,5631500
2024-03-13,8.100000381469727,8.289999961853027,7.980000019073486,8.130000114440918,8.130000114440918,3432000
2024-03-14,8.100000381469727,8.25,8.0,8.010000228881836,8.010000228881836,2944400
2024-03-15,8.0,8.039999961853027,7.400000095367432,7.400000095367432,7.400000095367432,5693100
2024-03-18,7.440000057220459,7.599999904632568,7.349999904632568,7.389999866485596,7.389999866485596,3953600
2024-03-19,7.400000095367432,7.570000171661377,6.840000152587891,7.559999942779541,7.559999942779541,10696400
2024-03-20,7.46999979019165,8.100000381469727,7.46999979019165,8.0600004196167,8.0600004196167,6070000
2024-03-21,8.069999694824219,8.170000076293945,7.78000020980835,7.809999942779541,7.809999942779541,2996000
2024-03-22,7.760000228881836,7.829999923706055,6.800000190734863,6.800000190734863,6.800000190734863,11384000
2024-03-25,6.800000190734863,6.800000190734863,6.519999980926514,6.599999904632568,6.599999904632568,6865300
2024-03-26,6.050000190734863,6.440000057220459,5.920000076293945,6.0,6.0,16960400
2024-03-27,5.980000019073486,6.409999847412109,5.980000019073486,6.28000020980835,6.28000020980835,8166600
2024-03-28,6.289999961853027,7.170000076293945,6.289999961853027,6.78000020980835,6.78000020980835,11773600
2024-04-01,6.820000171661377,7.099999904632568,6.760000228881836,6.940000057220459,6.940000057220459,4560000
2024-04-02,6.940000057220459,7.079999923706055,6.409999847412109,6.960000038146973,6.960000038146973,8189900
2024-04-03,6.900000095367432,7.25,6.840000152587891,7.090000152587891,7.090000152587891,6374100
2024-04-04,7.110000133514404,7.210000038146973,6.699999809265137,6.78000020980835,6.78000020980835,6140200
2024-04-05,6.739999771118164,6.960000038146973,6.610000133514404,6.78000020980835,6.78000020980835,4396800
2024-04-08,6.78000020980835,7.090000152587891,6.78000020980835,7.050000190734863,7.050000190734863,5203200
2024-04-09,7.090000152587891,7.170000076293945,6.960000038146973,7.059999942779541,7.059999942779541,3782300
2024-04-10,7.0,7.0,6.769999980926514,6.900000095367432,6.900000095367432,5893100
2024-04-11,6.920000076293945,7.079999923706055,6.809999942779541,7.010000228881836,7.010000228881836,5425200
2024-04-12,7.010000228881836,7.03000020980835,6.670000076293945,6.860000133514404,6.860000133514404,6222600
2024-04-15,6.849999904632568,6.940000057220459,6.519999980926514,6.610000133514404,6.610000133514404,4625600
2024-04-16,6.5,7.019999980926514,6.449999809265137,6.650000095367432,6.650000095367432,7796100
2024-04-17,6.71999979019165,6.849999904632568,6.46999979019165,6.46999979019165,6.46999979019165,6232800
2024-04-18,6.5,6.599999904632568,6.190000057220459,6.199999809265137,6.199999809265137,5888100
2024-04-19,6.210000038146973,6.449999809265137,6.130000114440918,6.21999979019165,6.21999979019165,7235800
2024-04-22,6.239999771118164,6.510000228881836,6.130000114440918,6.25,6.25,6125400
2024-04-23,6.239999771118164,6.269999980926514,5.96999979019165,5.96999979019165,5.96999979019165,6566100
2024-04-24,5.96999979019165,6.019999980926514,5.670000076293945,5.679999828338623,5.679999828338623,5984500
2024-04-25,5.630000114440918,5.760000228881836,5.46999979019165,5.519999980926514,5.519999980926514,5475600
2024-04-26,5.570000171661377,5.659999847412109,5.420000076293945,5.440000057220459,5.440000057220459,6020400
2024-04-29,6.230000019073486,7.300000190734863,6.159999847412109,7.300000190734863,7.300000190734863,32305600
2024-04-30,7.46999979019165,7.599999904632568,6.679999828338623,6.849999904632568,6.849999904632568,19690700
2024-05-02,6.909999847412109,7.949999809265137,6.909999847412109,7.889999866485596,7.889999866485596,18343800
2024-05-03,8.109999656677246,8.25,7.769999980926514,7.949999809265137,7.949999809265137,10993900
2024-05-06,7.800000190734863,7.849999904632568,6.96999979019165,6.96999979019165,6.96999979019165,12288400
2024-05-07,6.989999771118164,7.269999980926514,6.849999904632568,7.03000020980835,7.03000020980835,7237600
2024-05-08,6.940000057220459,7.070000171661377,6.769999980926514,6.960000038146973,6.960000038146973,4997200
2024-05-09,6.800000190734863,7.320000171661377,6.679999828338623,7.119999885559082,7.119999885559082,7993300
2024-05-10,7.119999885559082,7.199999809265137,6.769999980926514,6.809999942779541,6.809999942779541,4554700
2024-05-13,6.820000171661377,7.449999809265137,6.800000190734863,7.260000228881836,7.260000228881836,6333400
2024-05-14,7.239999771118164,7.369999885559082,7.079999923706055,7.099999904632568,7.099999904632568,4814900
2024-05-15,7.059999942779541,7.289999961853027,7.0,7.28000020980835,7.28000020980835,2779600
2024-05-16,7.289999961853027,7.650000095367432,7.210000038146973,7.650000095367432,7.650000095367432,4554700
2024-05-17,7.570000171661377,7.820000171661377,7.440000057220459,7.78000020980835,7.78000020980835,4466600
2024-05-20,7.690000057220459,7.71999979019165,7.440000057220459,7.480000019073486,7.480000019073486,2989800
2024-05-21,7.460000038146973,7.699999809265137,7.400000095367432,7.559999942779541,7.559999942779541,2269300
2024-05-22,7.5,7.670000076293945,7.369999885559082,7.639999866485596,7.639999866485596,2304600
2024-05-23,7.659999847412109,7.730000019073486,7.539999961853027,7.650000095367432,7.650000095367432,2093900
2024-05-24,7.619999885559082,7.690000057220459,7.28000020980835,7.28000020980835,7.28000020980835,2153700
2024-05-27,7.210000038146973,7.400000095367432,7.019999980926514,7.019999980926514,7.019999980926514,2555000
2024-05-28,7.150000095367432,7.260000228881836,6.829999923706055,6.960000038146973,6.960000038146973,2413100
2024-05-29,6.900000095367432,7.190000057220459,6.849999904632568,7.110000133514404,7.110000133514404,2263800
2024-05-31,7.079999923706055,7.099999904632568,6.860000133514404,7.090000152587891,7.090000152587891,1734000
2024-06-03,7.03000020980835,7.119999885559082,6.880000114440918,6.980000019073486,6.980000019073486,1909400
2024-06-04,6.96999979019165,6.980000019073486,6.349999904632568,6.349999904632568,6.349999904632568,4948300
2024-06-05,6.349999904632568,6.480000019073486,6.179999828338623,6.269999980926514,6.269999980926514,3950500
2024-06-06,6.269999980926514,6.789999961853027,6.269999980926514,6.679999828338623,6.679999828338623,4408400
2024-06-07,6.440000057220459,6.760000228881836,6.369999885559082,6.579999923706055,6.579999923706055,3046000
2024-06-10,6.53000020980835,6.559999942779541,6.099999904632568,6.099999904632568,6.099999904632568,3863900
2024-06-11,6.119999885559082,6.380000114440918,6.039999961853027,6.329999923706055,6.329999923706055,3826200
2024-06-12,6.389999866485596,6.53000020980835,6.050000190734863,6.099999904632568,6.099999904632568,3331900
2024-06-13,6.099999904632568,6.199999809265137,6.0,6.0,6.0,2523500
2024-06-14,6.03000020980835,6.28000020980835,6.010000228881836,6.079999923706055,6.079999923706055,2377900
2024-06-17,6.050000190734863,6.079999923706055,5.650000095367432,5.650000095367432,5.650000095367432,3166600
2024-06-18,5.650000095367432,5.699999809265137,5.5,5.5,5.5,2939600
2024-06-19,5.5,5.739999771118164,5.429999828338623,5.699999809265137,5.699999809265137,3160500
2024-06-20,5.829999923706055,6.239999771118164,5.739999771118164,5.78000020980835,5.78000020980835,4951700
2024-06-21,5.730000019073486,5.900000095367432,5.650000095367432,5.710000038146973,5.710000038146973,2220000
2024-06-24,5.739999771118164,6.050000190734863,5.739999771118164,5.849999904632568,5.849999904632568,3858600
2024-06-25,5.840000152587891,5.909999847412109,5.699999809265137,5.769999980926514,5.769999980926514,2676200
2024-06-26,5.730000019073486,5.730000019073486,5.449999809265137,5.489999771118164,5.489999771118164,3318600
2024-06-27,5.429999828338623,5.599999904632568,5.429999828338623,5.480000019073486,5.480000019073486,2524100
2024-06-28,5.519999980926514,5.639999866485596,5.369999885559082,5.449999809265137,5.449999809265137,2913200
2024-07-01,5.449999809265137,5.46999979019165,5.139999866485596,5.150000095367432,5.150000095367432,5533600
2024-07-02,5.150000095367432,5.210000038146973,4.929999828338623,5.150000095367432,5.150000095367432,6208800
2024-07-03,5.150000095367432,5.380000114440918,5.150000095367432,5.210000038146973,5.210000038146973,5484700
2024-07-04,5.269999980926514,5.539999961853027,5.21999979019165,5.420000076293945,5.420000076293945,4922300
2024-07-05,5.400000095367432,5.920000076293945,5.400000095367432,5.909999847412109,5.909999847412109,5755200
2024-07-08,5.909999847412109,5.909999847412109,5.670000076293945,5.679999828338623,5.679999828338623,2591500
2024-07-09,5.679999828338623,5.840000152587891,5.670000076293945,5.75,5.75,2368700
2024-07-10,5.800000190734863,6.070000171661377,5.610000133514404,5.619999885559082,5.619999885559082,4030400
2024-07-11,5.710000038146973,5.809999942779541,5.650000095367432,5.789999961853027,5.789999961853027,2520000
2024-07-12,5.789999961853027,5.820000171661377,5.679999828338623,5.730000019073486,5.730000019073486,2225000
2024-07-15,5.71999979019165,5.78000020980835,5.670000076293945,5.730000019073486,5.730000019073486,1989100
2024-07-16,5.730000019073486,5.829999923706055,5.289999961853027,5.349999904632568,5.349999904632568,6386600
2024-07-17,5.360000133514404,5.389999866485596,5.170000076293945,5.179999828338623,5.179999828338623,5270600
2024-07-18,5.239999771118164,5.260000228881836,5.0,5.050000190734863,5.050000190734863,4815100
2024-07-19,5.059999942779541,5.099999904632568,4.900000095367432,4.949999809265137,4.949999809265137,4566400
2024-07-22,4.989999771118164,5.039999961853027,4.809999942779541,4.829999923706055,4.829999923706055,5128400
2024-07-23,4.809999942779541,4.829999923706055,4.739999771118164,4.769999980926514,4.769999980926514,4016700
2024-07-24,4.78000020980835,4.809999942779541,4.71999979019165,4.800000190734863,4.800000190734863,3853100
2024-07-25,4.760000228881836,5.050000190734863,4.760000228881836,4.860000133514404,4.860000133514404,4778700
2024-07-26,4.900000095367432,4.909999847412109,4.739999771118164,4.75,4.75,3287900
2024-07-29,4.760000228881836,4.78000020980835,4.5,4.610000133514404,4.610000133514404,4421500
2024-07-30,4.590000152587891,4.670000076293945,4.510000228881836,4.570000171661377,4.570000171661377,2541800
2024-07-31,4.610000133514404,4.619999885559082,4.46999979019165,4.46999979019165,4.46999979019165,3400100
2024-08-01,4.510000228881836,4.559999942779541,4.239999771118164,4.269999980926514,4.269999980926514,4992700
2024-08-02,4.269999980926514,4.349999904632568,4.179999828338623,4.199999809265137,4.199999809265137,5542700
2024-08-05,3.990000009536743,4.489999771118164,3.950000047683716,4.489999771118164,4.489999771118164,8818700
2024-08-06,4.460000038146973,4.489999771118164,4.03000020980835,4.03000020980835,4.03000020980835,7906800
2024-08-07,4.079999923706055,4.320000171661377,4.050000190734863,4.269999980926514,4.269999980926514,8312100
2024-08-08,4.659999847412109,5.400000095367432,4.550000190734863,5.309999942779541,5.309999942779541,19187200
2024-08-09,5.329999923706055,5.389999866485596,4.760000228881836,4.809999942779541,4.809999942779541,11106500
2024-08-12,4.820000171661377,5.650000095367432,4.820000171661377,5.380000114440918,5.380000114440918,13030600
2024-08-13,5.429999828338623,5.480000019073486,4.889999866485596,5.139999866485596,5.139999866485596,10026700
2024-08-14,5.139999866485596,5.199999809265137,4.96999979019165,5.099999904632568,5.099999904632568,5279400
2024-08-15,5.110000133514404,5.369999885559082,5.039999961853027,5.360000133514404,5.360000133514404,5143400
2024-08-16,5.360000133514404,5.380000114440918,5.059999942779541,5.059999942779541,5.059999942779541,4537900
2024-08-19,5.110000133514404,5.889999866485596,5.110000133514404,5.849999904632568,5.849999904632568,7411100
2024-08-20,5.929999828338623,6.210000038146973,5.650000095367432,6.099999904632568,6.099999904632568,6814600
2024-08-21,6.079999923706055,6.25,5.949999809265137,6.179999828338623,6.179999828338623,3842200
2024-08-22,6.139999866485596,6.460000038146973,5.960000038146973,6.21999979019165,6.21999979019165,3411500
2024-08-23,6.25,6.570000171661377,6.150000095367432,6.409999847412109,6.409999847412109,4321200
2024-08-26,6.429999828338623,6.460000038146973,6.159999847412109,6.349999904632568,6.349999904632568,3426800
2024-08-27,6.300000190734863,6.739999771118164,6.25,6.539999961853027,6.539999961853027,3797000
2024-08-28,6.480000019073486,6.760000228881836,6.429999828338623,6.739999771118164,6.739999771118164,4066100
2024-08-29,6.699999809265137,6.940000057220459,6.539999961853027,6.869999885559082,6.869999885559082,4217300
2024-08-30,6.949999809265137,7.440000057220459,6.75,7.440000057220459,7.440000057220459,6411400
2024-09-02,7.400000095367432,7.400000095367432,6.960000038146973,7.0,7.0,4246600
2024-09-03,7.050000190734863,7.239999771118164,6.210000038146973,6.21999979019165,6.21999979019165,7391700
2024-09-04,6.25,6.960000038146973,6.239999771118164,6.730000019073486,6.730000019073486,5722000
2024-09-05,6.690000057220459,6.809999942779541,6.300000190734863,6.409999847412109,6.409999847412109,4485100
2024-09-06,6.420000076293945,6.710000038146973,6.25,6.300000190734863,6.300000190734863,4219100
2024-09-09,6.369999885559082,6.400000095367432,6.03000020980835,6.03000020980835,6.03000020980835,2404300
2024-09-10,6.0,6.230000019073486,5.980000019073486,6.099999904632568,6.099999904632568,2661000
2024-09-11,6.150000095367432,6.210000038146973,5.860000133514404,5.96999979019165,5.96999979019165,3067300
2024-09-12,5.949999809265137,6.130000114440918,5.880000114440918,5.929999828338623,5.929999828338623,2388700
2024-09-13,5.980000019073486,6.25,5.96999979019165,6.150000095367432,6.150000095367432,2799900
2024-09-16,6.099999904632568,6.25,6.079999923706055,6.150000095367432,6.150000095367432,1460500
2024-09-17,6.159999847412109,6.21999979019165,6.070000171661377,6.210000038146973,6.210000038146973,1699100
2024-09-18,6.150000095367432,6.300000190734863,5.960000038146973,5.960000038146973,5.960000038146973,4212700
2024-09-19,6.010000228881836,6.150000095367432,5.699999809265137,5.769999980926514,5.769999980926514,3210100
2024-09-20,5.730000019073486,5.760000228881836,5.369999885559082,5.409999847412109,5.409999847412109,6354700
2024-09-23,5.429999828338623,5.429999828338623,5.28000020980835,5.28000020980835,5.28000020980835,2227900
2024-09-24,5.380000114440918,5.480000019073486,5.289999961853027,5.380000114440918,5.380000114440918,1852500
2024-09-25,5.409999847412109,5.5,5.21999979019165,5.320000171661377,5.320000171661377,2332800
2024-09-26,5.28000020980835,5.409999847412109,5.119999885559082,5.170000076293945,5.170000076293945,2797800
2024-09-27,5.150000095367432,5.269999980926514,5.079999923706055,5.150000095367432,5.150000095367432,3023700
2024-09-30,5.150000095367432,5.170000076293945,4.889999866485596,4.940000057220459,4.940000057220459,2868300
2024-10-01,4.949999809265137,4.949999809265137,4.579999923706055,4.599999904632568,4.599999904632568,4573000
2024-10-02,4.650000095367432,4.769999980926514,4.489999771118164,4.53000020980835,4.53000020980835,3975600
2024-10-03,4.489999771118164,4.710000038146973,4.409999847412109,4.699999809265137,4.699999809265137,3157900
2024-10-04,4.699999809265137,4.739999771118164,4.599999904632568,4.659999847412109,4.659999847412109,2389000
2024-10-07,4.699999809265137,4.760000228881836,4.5,4.53000020980835,4.53000020980835,2624500
2024-10-08,4.460000038146973,4.570000171661377,4.409999847412109,4.409999847412109,4.409999847412109,3193500
2024-10-09,4.349999904632568,4.389999866485596,4.21999979019165,4.239999771118164,4.239999771118164,3620100
2024-10-10,4.230000019073486,4.300000190734863,4.199999809265137,4.25,4.25,2397400
2024-10-11,4.25,4.329999923706055,4.199999809265137,4.289999961853027,4.289999961853027,1551400
2024-10-14,4.260000228881836,4.570000171661377,4.25,4.480000019073486,4.480000019073486,2428300
2024-10-15,4.519999980926514,4.579999923706055,4.380000114440918,4.460000038146973,4.460000038146973,2274800
2024-10-16,4.449999809265137,4.570000171661377,4.369999885559082,4.5,4.5,2190900
2024-10-17,4.440000057220459,4.489999771118164,4.269999980926514,4.320000171661377,4.320000171661377,2106600
2024-10-18,4.329999923706055,4.489999771118164,4.289999961853027,4.380000114440918,4.380000114440918,2230400
2024-10-21,4.349999904632568,4.460000038146973,4.349999904632568,4.389999866485596,4.389999866485596,1529500
2024-10-22,4.380000114440918,4.409999847412109,4.210000038146973,4.239999771118164,4.239999771118164,1920700
2024-10-23,4.210000038146973,4.25,4.150000095367432,4.230000019073486,4.230000019073486,1370500
2024-10-24,4.239999771118164,4.349999904632568,4.159999847412109,4.320000171661377,4.320000171661377,1730800
2024-10-25,4.300000190734863,4.360000133514404,4.199999809265137,4.210000038146973,4.210000038146973,1522500
2024-10-28,4.260000228881836,4.340000152587891,4.239999771118164,4.28000020980835,4.28000020980835,2063000
2024-10-29,4.28000020980835,4.300000190734863,4.079999923706055,4.079999923706055,4.079999923706055,3945300
2024-10-30,4.090000152587891,4.179999828338623,4.059999942779541,4.170000076293945,4.170000076293945,2305000
2024-10-31,4.190000057220459,4.25,4.099999904632568,4.119999885559082,4.119999885559082,1632100
2024-11-01,4.139999866485596,4.150000095367432,4.03000020980835,4.110000133514404,4.110000133514404,1913300
2024-11-04,4.190000057220459,4.340000152587891,4.130000114440918,4.260000228881836,4.260000228881836,3607600
2024-11-05,4.260000228881836,4.289999961853027,4.119999885559082,4.159999847412109,4.159999847412109,2210700
2024-11-06,4.079999923706055,4.309999942779541,4.03000020980835,4.300000190734863,4.300000190734863,2470000
2024-11-07,4.260000228881836,4.420000076293945,4.059999942779541,4.099999904632568,4.099999904632568,3100200
2024-11-08,4.099999904632568,4.099999904632568,3.990000009536743,4.050000190734863,4.050000190734863,2750100
2024-11-11,4.050000190734863,4.099999904632568,4.039999961853027,4.099999904632568,4.099999904632568,1161300
2024-11-12,4.059999942779541,4.150000095367432,4.0,4.0,4.0,1986700
2024-11-13,4.03000020980835,4.110000133514404,3.9600000381469727,4.070000171661377,4.070000171661377,3243000
2024-11-14,4.0,4.050000190734863,3.809999942779541,3.809999942779541,3.809999942779541,5580700
2024-11-18,3.8399999141693115,3.859999895095825,3.640000104904175,3.640000104904175,3.640000104904175,4987600
2024-11-19,3.6600000858306885,3.7200000286102295,3.5299999713897705,3.569999933242798,3.569999933242798,4102500
2024-11-21,3.5399999618530273,3.559999942779541,3.450000047683716,3.4800000190734863,3.4800000190734863,2319100
2024-11-22,3.509999990463257,3.619999885559082,3.4700000286102295,3.619999885559082,3.619999885559082,2068600
